iter	MAE
1513	0.1087870766
1514	0.1087842066
1515	0.1087522623
1516	0.108729861
1517	0.1087203878
1518	0.1087121232
1519	0.1087033414
1520	0.1086668141
1521	0.1086546704
1522	0.1086405845
1523	0.108623138
1524	0.1086109103
1525	0.1085927691
1526	0.1085705348
1527	0.1085686451
1528	0.1085514489
1529	0.1085314404
1530	0.1084878553
1531	0.1084545171
1532	0.1084412856
1533	0.1084292223
1534	0.1083904513
1535	0.1083752848
1536	0.1083662336
1537	0.1083363678
1538	0.1083102756
1539	0.1083032446
1540	0.1082715535
1541	0.1082671201
1542	0.1082360844
1543	0.1082344067
1544	0.1082136642
1545	0.1081939351
1546	0.1081746997
1547	0.1081271189
1548	0.1081183306
1549	0.108105547
1550	0.1081023099
1551	0.1080868536
1552	0.1080820565
1553	0.1080763937
1554	0.108068074
1555	0.1080514946
1556	0.1080485474
1557	0.1080426964
1558	0.1080383329
1559	0.1080372055
1560	0.1080336064
1561	0.1080305557
1562	0.1079967191
1563	0.1079950712
1564	0.1079852737
1565	0.1079799801
1566	0.1079571793
1567	0.1079537814
1568	0.1079339207
1569	0.1079227922
1570	0.1078859015
1571	0.1078105756
1572	0.1078004176
1573	0.1077792245
1574	0.1077570093
1575	0.107728417
1576	0.107721796
1577	0.1077201611
1578	0.107660388
1579	0.1076420623
1580	0.107640931
1581	0.1076189323
1582	0.1076102176
1583	0.1076029859
1584	0.1075879932
1585	0.1075768811
1586	0.1075727764
1587	0.1075629496
1588	0.1075458278
1589	0.1075252429
1590	0.1074859126
1591	0.1074800953
1592	0.1074572086
1593	0.1074418236
1594	0.1074151059
1595	0.1074135494
1596	0.1074098223
1597	0.1074077541
1598	0.1073756023
1599	0.1073744438
1600	0.1073698695
1601	0.1073578069
1602	0.1073541298
1603	0.1073391212
1604	0.1073011442
1605	0.1072957433
1606	0.1072651924
1607	0.1072392164
1608	0.1072328179
1609	0.1072251664
1610	0.107221172
1611	0.1071997936
1612	0.107196489
1613	0.1071845876
1614	0.1071751409
1615	0.1071528318
1616	0.107133517
1617	0.1071093155
1618	0.107108244
1619	0.1071058946
1620	0.1070793962
1621	0.1070663627
1622	0.1070579317
1623	0.107046658
1624	0.1070297512
1625	0.1069710125
1626	0.1069590301
1627	0.1069569887
1628	0.1069557382
1629	0.1069471689
1630	0.1069334106
1631	0.1069254444
1632	0.1069079033
1633	0.1069006514
1634	0.1068904811
1635	0.106882957
1636	0.1068770729
1637	0.1068711723
1638	0.1068468474
1639	0.1068432134
1640	0.106829272
1641	0.1068076418
1642	0.1068052929
1643	0.1067982165
1644	0.1067938671
1645	0.1067822821
1646	0.1067639162
1647	0.1067519193
1648	0.1067514386
1649	0.1067455319
1650	0.1067330546
1651	0.1067198329
1652	0.1067141804
1653	0.1067046937
1654	0.1066967085
1655	0.1066852432
1656	0.1066844039
1657	0.1066615162
1658	0.106660687
1659	0.1066475457
1660	0.1066361108
1661	0.1066248685
1662	0.1066185071
1663	0.1066058754
1664	0.1066042081
1665	0.1065950266
1666	0.1065773106
1667	0.1065671344
1668	0.1065664094
1669	0.1065627992
1670	0.1065356915
1671	0.1065234334
1672	0.1065200549
1673	0.1065096343
1674	0.106504387
1675	0.1064647015
1676	0.1064447048
1677	0.1064343437
1678	0.1064197061
1679	0.1064144453
1680	0.1063956426
1681	0.106381859
1682	0.1063721615
1683	0.1063618173
1684	0.1063434182
1685	0.1063374096
1686	0.1063019958
1687	0.1062963224
1688	0.1062746131
1689	0.1062681968
1690	0.1062308654
1691	0.1061972325
1692	0.1061923212
1693	0.1061841575
1694	0.1061806395
1695	0.106172906
1696	0.1061280194
1697	0.1061209456
1698	0.1061120224
1699	0.1060930911
1700	0.1060859165
1701	0.1060731366
1702	0.1060585814
1703	0.1060407582
1704	0.1060384525
1705	0.1060265169
1706	0.1060188256
1707	0.1060129405
1708	0.105999808
1709	0.1059887385
1710	0.1059864374
1711	0.1059696851
1712	0.1059503189
1713	0.1059325479
1714	0.1059289113
1715	0.1059153036
1716	0.1058959003
1717	0.1058847849
1718	0.1058681381
1719	0.1058379395
1720	0.1058272658
1721	0.1058183304
1722	0.1058049311
1723	0.1058032196
1724	0.1057734525
1725	0.1057718399
1726	0.1057637625
1727	0.1057617315
1728	0.1057511272
1729	0.1057360964
1730	0.1057315814
1731	0.1057116246
1732	0.1057027776
1733	0.1056972711
1734	0.1056960008
1735	0.1056912966
1736	0.1056834454
1737	0.1056823041
1738	0.105678924
1739	0.1056769094
1740	0.1056750676
1741	0.1056522447
1742	0.1056403841
1743	0.1056233188
1744	0.1056141769
1745	0.1056008431
1746	0.1055779768
1747	0.1055697094
1748	0.1055660749
1749	0.1055626797
1750	0.1055440114
1751	0.105535806
1752	0.1055204164
1753	0.1055196163
1754	0.1055178389
1755	0.1055144257
1756	0.1055110931
1757	0.1055034082
1758	0.105486076
1759	0.105481494
1760	0.105477021
1761	0.1054733488
1762	0.1054713309
1763	0.1054573698
1764	0.1054498136
1765	0.1054247134
1766	0.1054018616
1767	0.105396507
1768	0.1053638256
1769	0.1053552159
1770	0.1053265548
1771	0.1053115779
1772	0.1053092871
1773	0.105305593
1774	0.1052888692
1775	0.1052851746
1776	0.1052741432
1777	0.1052736174
1778	0.1052545439
1779	0.1052534593
1780	0.1052361329
1781	0.1052323803
1782	0.1052300469
1783	0.1052213052
1784	0.1051910407
1785	0.1051814308
1786	0.1051758803
1787	0.105171206
1788	0.1051560054
1789	0.1051507583
1790	0.105134712
1791	0.1051329964
1792	0.1051164326
1793	0.1051071177
1794	0.1051050873
1795	0.1051015209
1796	0.1051001195
1797	0.1050994662
1798	0.1050969839
1799	0.1050930937
1800	0.1050810968
1801	0.1050790073
1802	0.1050754589
1803	0.1050736324
1804	0.1050710135
1805	0.1050694981
1806	0.1050640703
1807	0.1050590526
1808	0.1050509455
1809	0.1050265515
1810	0.1050232355
1811	0.1050196908
1812	0.105008954
1813	0.1049764269
1814	0.1049711191
1815	0.1049436874
1816	0.1049416494
1817	0.1049208255
1818	0.1049188381
1819	0.104909994
1820	0.1049059641
1821	0.1049005464
1822	0.1048634104
1823	0.1048580947
1824	0.1048508963
1825	0.1048397305
1826	0.1048389282
1827	0.1048198068
1828	0.1047934284
1829	0.1047689269
1830	0.104763749
1831	0.1047510108
1832	0.1047322908
1833	0.1047277726
1834	0.1047042156
1835	0.1046978653
1836	0.1046918719
1837	0.1046884979
1838	0.1046748244
1839	0.1046462102
1840	0.1045947666
1841	0.1045919542
1842	0.1045907405
1843	0.1045850674
1844	0.1045779226
1845	0.1045747244
1846	0.1045656971
1847	0.1045653979
1848	0.1045641025
1849	0.104560218
1850	0.1045498708
1851	0.1045429223
1852	0.1045379175
1853	0.1045335899
1854	0.1045333561
1855	0.1045323682
1856	0.1045311525
1857	0.1045284738
1858	0.104497699
1859	0.1044940617
1860	0.1044848244
1861	0.1044835427
1862	0.1044833228
1863	0.1044497956
1864	0.104438976
1865	0.1044324733
1866	0.1044299575
1867	0.1044275375
1868	0.1044235215
1869	0.1044228843
1870	0.1044002558
1871	0.1043983056
1872	0.1043775514
1873	0.1043659123
1874	0.1043633237
1875	0.1043626426
1876	0.1043623326
1877	0.1043576811
1878	0.1043553464
1879	0.1043529066
1880	0.1043467219
1881	0.1043281971
1882	0.1042871368
1883	0.1042864429
1884	0.1042790303
1885	0.1042653926
1886	0.1042343884
1887	0.104192265
1888	0.1041862565
1889	0.1041674159
1890	0.1041381616
1891	0.1041235478
1892	0.1041190854
1893	0.1040851719
1894	0.104056356
1895	0.1040298732
1896	0.1040232946
1897	0.1040207594
1898	0.1040090337
1899	0.1040036977
1900	0.1039839737
1901	0.1039788347
1902	0.1039237172
1903	0.1038503898
1904	0.10383995
1905	0.1038357204
1906	0.1038233451
1907	0.1038179364
1908	0.1038116346
1909	0.1038043876
1910	0.1037950214
1911	0.1037921854
1912	0.1037825599
1913	0.1037761428
1914	0.1037509774
1915	0.1037401296
1916	0.1037263867
1917	0.103718357
1918	0.1037121586
1919	0.1037048505
1920	0.1037007987
1921	0.1036827709
1922	0.1036641141
1923	0.1036539471
1924	0.1036523213
1925	0.1036227764
1926	0.1036202585
1927	0.1036133179
1928	0.1036115598
1929	0.1036080838
1930	0.103605127
1931	0.1035961344
1932	0.1035937784
1933	0.1035896208
1934	0.1035815321
1935	0.1035764407
1936	0.1035570727
1937	0.1035432466
1938	0.103522159
1939	0.1035139415
1940	0.1035066531
1941	0.1034988156
1942	0.1034957312
1943	0.1034898727
1944	0.1034801476
1945	0.1034764938
1946	0.1034590352
1947	0.1034540496
1948	0.1034535832
1949	0.1034486721
1950	0.1034245206
1951	0.103423466
1952	0.103415785
1953	0.103408227
1954	0.103404214
1955	0.1033840185
1956	0.103376472
1957	0.1033715449
1958	0.1033572831
1959	0.1033418245
1960	0.1033388035
1961	0.1033191119
1962	0.103310812
1963	0.1032922498
1964	0.103289174
1965	0.10328584
1966	0.1032809542
1967	0.1032731522
1968	0.1032688049
1969	0.103266941
1970	0.1032607633
1971	0.1032528011
1972	0.1032409739
1973	0.103238532
1974	0.1032311313
1975	0.1032151232
1976	0.1032135696
1977	0.1032019883
1978	0.1031987061
1979	0.1031693875
1980	0.103165699
1981	0.1031647127
1982	0.1031520979
1983	0.1031495831
1984	0.1031455379
1985	0.1031402429
1986	0.1031379302
1987	0.1031279997
1988	0.1030585704
1989	0.103056092
1990	0.1030461642
1991	0.1030274043
1992	0.1030247744
1993	0.1030170262
1994	0.103009913
1995	0.1030041931
1996	0.1029971725
1997	0.1029930281
1998	0.1029828855
1999	0.102977032
2000	0.1029565043
2001	0.1029539751
2002	0.102943454
2003	0.1029421637
2004	0.1029335717
2005	0.1028757532
2006	0.1028660941
2007	0.1028653
2008	0.10286061
2009	0.1028592833
2010	0.1028497984
2011	0.102845464
2012	0.1028397934
2013	0.1028370259
2014	0.1028246797
2015	0.1028174365
2016	0.102793821
2017	0.1027892986
2018	0.1027841956
2019	0.1027409559
2020	0.1027256414
2021	0.1027208083
2022	0.1027189163
2023	0.1027184732
2024	0.102715491
2025	0.1027110756
2026	0.1027076576
2027	0.1027058331
2028	0.1026979513
2029	0.1026686322
2030	0.1026671775
2031	0.1026632574
2032	0.1026027687
2033	0.1026002375
2034	0.1025955441
2035	0.1025886719
2036	0.1025702179
2037	0.102565861
2038	0.1025403359
2039	0.1025361101
2040	0.1025304343
2041	0.1025291983
2042	0.1024721699
2043	0.1024699183
2044	0.1024636498
2045	0.1024575468
2046	0.1024557739
2047	0.1024481358
2048	0.1024277274
2049	0.1024026671
2050	0.1023842603
2051	0.1023780156
2052	0.1023751213
2053	0.1023716754
2054	0.1023663122
2055	0.1023615526
2056	0.102352915
2057	0.1023460919
2058	0.1023422797
2059	0.1023413208
2060	0.1023333959
2061	0.1023232037
2062	0.1023152026
2063	0.1023099777
2064	0.1023021303
2065	0.1022884118
2066	0.1022850958
2067	0.1022829097
2068	0.1022571835
2069	0.1022360406
2070	0.1022343579
2071	0.1021802742
2072	0.1021716896
2073	0.1021638077
2074	0.1021609767
2075	0.102143176
2076	0.1021393127
2077	0.1021185418
2078	0.1021169088
2079	0.1021157803
2080	0.1021080363
2081	0.1021069057
2082	0.1021028444
2083	0.1020857387
2084	0.1020376384
2085	0.102034052
2086	0.1020319331
2087	0.1020298179
2088	0.1020244014
2089	0.1020231699
2090	0.1020130913
2091	0.1020050288
2092	0.1019961357
2093	0.1019898707
2094	0.1019852147
2095	0.1019821472
2096	0.1019794076
2097	0.1019774589
2098	0.1019708612
2099	0.1019591288
2100	0.1019509608
2101	0.1019472758
2102	0.1019450351
2103	0.1019400793
2104	0.1019365822
2105	0.1019339295
2106	0.1019331733
2107	0.1019309806
2108	0.1019235388
2109	0.1019233945
2110	0.1019043714
2111	0.1018944797
2112	0.1018742138
2113	0.1018731297
2114	0.1018649908
2115	0.1018621155
2116	0.1018561521
2117	0.1018554118
2118	0.1018495737
2119	0.1018453198
2120	0.1018416154
2121	0.1018407319
2122	0.1018380378
2123	0.1018351409
2124	0.1018335444
2125	0.1018166069
2126	0.10181318
2127	0.101786371
2128	0.101773986
2129	0.1017668145
2130	0.1017620199
2131	0.1017603283
2132	0.1017569341
2133	0.101754224
2134	0.1017531811
2135	0.1017360269
2136	0.1017263718
2137	0.1017180829
2138	0.1017157026
2139	0.1017106419
2140	0.1017094931
2141	0.1017061125
2142	0.1017031869
2143	0.1017002556
2144	0.1016977217
2145	0.1016858312
2146	0.1016837809
2147	0.1016787478
2148	0.101677885
2149	0.1016492248
2150	0.1016353022
2151	0.1016263176
2152	0.1016140221
2153	0.1016130098
2154	0.101598541
2155	0.1015976018
2156	0.1015944575
2157	0.1015935892
2158	0.1015868097
2159	0.1015813184
2160	0.1015637999
2161	0.1015587302
2162	0.101554796
2163	0.1015472679
2164	0.1015249905
2165	0.1015228316
2166	0.1015174137
2167	0.1015045291
2168	0.1014966961
2169	0.1014797298
2170	0.1014695302
2171	0.1014636974
2172	0.1014592602
2173	0.1014572326
2174	0.1014565286
2175	0.1014546866
2176	0.1014541425
2177	0.1014337447
2178	0.1014290502
2179	0.101426748
2180	0.1014247566
2181	0.1014180019
2182	0.1014148065
2183	0.1013950664
2184	0.1013919244
2185	0.1013824521
2186	0.1013802071
2187	0.1013689382
2188	0.1013557054
2189	0.1013496091
2190	0.1013437689
2191	0.1013244222
2192	0.101321882
2193	0.1013070423
2194	0.1013005541
2195	0.1012964978
2196	0.1012844763
2197	0.101281761
2198	0.1012772558
2199	0.1012754404
2200	0.1012722991
2201	0.1012470654
2202	0.1012410908
2203	0.1012281316
2204	0.1012070322
2205	0.1012056427
2206	0.1011998707
2207	0.1011694759
2208	0.1011655119
2209	0.101152058
2210	0.1011406262
2211	0.1011389153
2212	0.1011245683
2213	0.101115666
2214	0.1011085529
2215	0.1011052915
2216	0.1010661712
2217	0.1010306903
2218	0.1010172724
2219	0.1010132806
2220	0.1010114802
2221	0.1010077685
2222	0.1009998652
2223	0.1009888709
2224	0.1009872326
2225	0.100983505
2226	0.1009816492
2227	0.1009511893
2228	0.1009503944
2229	0.1009442264
2230	0.1009358297
2231	0.1009193446
2232	0.1009022255
2233	0.1008803767
2234	0.1008778675
2235	0.1008752433
2236	0.100873764
2237	0.1008711686
2238	0.100841371
2239	0.100833048
2240	0.1008278026
2241	0.1008255395
2242	0.1007948933
2243	0.1007891529
2244	0.1007827868
2245	0.1007774387
2246	0.1007612905
2247	0.1007545421
2248	0.10075274
2249	0.1007384815
2250	0.1007361457
2251	0.1007310573
2252	0.1007212756
2253	0.1006962622
2254	0.1006798405
2255	0.1006464564
2256	0.1006378213
2257	0.100631219
2258	0.1006284866
2259	0.1006231108
2260	0.100618418
2261	0.1005924913
2262	0.1005792059
2263	0.1005602844
2264	0.1005398182
2265	0.1005338423
2266	0.1005186744
2267	0.1005103321
2268	0.1005032456
2269	0.1004918716
2270	0.1004900181
2271	0.1004831815
2272	0.1004802045
2273	0.100478464
2274	0.1004707134
2275	0.1004668123
2276	0.1004637606
2277	0.100451932
2278	0.1004398696
2279	0.100438143
2280	0.1004352194
2281	0.1004328041
2282	0.1004144164
2283	0.1004114395
2284	0.1004090215
2285	0.1004077525
2286	0.1004062266
2287	0.10039239
2288	0.1003882455
2289	0.1003706159
2290	0.1003699061
2291	0.1003654454
2292	0.1003599774
2293	0.100353986
2294	0.10034946
2295	0.1003388896
2296	0.1003337757
2297	0.1003293251
2298	0.1003245488
2299	0.1003117586
2300	0.1003000348
2301	0.1002821645
2302	0.1002757754
2303	0.1002630489
2304	0.1002585168
2305	0.1002515482
2306	0.1002370337
2307	0.1002231164
2308	0.1002200607
2309	0.1002099409
2310	0.100203636
2311	0.1001908524
2312	0.1001862215
2313	0.1001788428
2314	0.1001741476
2315	0.1001655129
2316	0.100161894
2317	0.1001521303
2318	0.1001471797
2319	0.1001309425
2320	0.1001234679
2321	0.1001182131
2322	0.100117444
2323	0.1001123571
2324	0.1000985447
2325	0.1000957955
2326	0.100092624
2327	0.1000845146
2328	0.1000661708
2329	0.1000242534
2330	0.1000225673
2331	0.1000202276
2332	0.1000028908
2333	0.09999679013
2334	0.09998345356
2335	0.09997519984
2336	0.0999742717
2337	0.09996144699
2338	0.09995881414
2339	0.09995496759
2340	0.09994824163
2341	0.09994419252
2342	0.09993554957
2343	0.09992855481
2344	0.09992445214
2345	0.09990999671
2346	0.09990123873
2347	0.09990009418
2348	0.09989632947
2349	0.09988442205
2350	0.09987885157
2351	0.09987681547
2352	0.09985036322
2353	0.09984845049
2354	0.0998428153
2355	0.09982520827
2356	0.09982335353
2357	0.09979686703
2358	0.09979120465
2359	0.09976928404
2360	0.09976269526
2361	0.09976036698
2362	0.09974867898
2363	0.09974233213
2364	0.09972242598
2365	0.0997125263
2366	0.09970772822
2367	0.09970663792
2368	0.09970062837
2369	0.09969280837
2370	0.09968109632
2371	0.09967771474
2372	0.09965708551
2373	0.09963840999
2374	0.09962856787
2375	0.09960620782
2376	0.09959914814
2377	0.09959217092
2378	0.09957263925
2379	0.09952071266
2380	0.09951752139
2381	0.09951577675
2382	0.09948486669
2383	0.09948173864
2384	0.09947962218
2385	0.09947841803
2386	0.09947363719
2387	0.09944694948
2388	0.09942708871
2389	0.09942279825
2390	0.09942135227
2391	0.09941017187
2392	0.09940659843
2393	0.09940112402
2394	0.09939453025
2395	0.09938842273
2396	0.09938424706
2397	0.09937838219
2398	0.09937292916
2399	0.09937183679
2400	0.09935331026
2401	0.09935039535
2402	0.09934775269
2403	0.09934326275
2404	0.09934120355
2405	0.09933938769
2406	0.09933859518
2407	0.09932606421
2408	0.09926807744
2409	0.09926568475
2410	0.09926346374
2411	0.09926300231
2412	0.09926241856
2413	0.0992430999
2414	0.09923274052
2415	0.09920658599
2416	0.09919877531
2417	0.09918429689
2418	0.09918199941
2419	0.09918045824
2420	0.09917961727
2421	0.09917494146
2422	0.09917388042
2423	0.09916708055
2424	0.09916507027
2425	0.09916398672
2426	0.09916267312
2427	0.09915935583
2428	0.09915845324
2429	0.09914493378
2430	0.09913284556
2431	0.09912540107
2432	0.09912301711
2433	0.09911881391
2434	0.09911494177
2435	0.09910477667
2436	0.09910197638
2437	0.09910086979
2438	0.09909960198
2439	0.09909668511
2440	0.0990872274
2441	0.09907472668
2442	0.09907349988
2443	0.09905855655
2444	0.09905403378
2445	0.09905118351
2446	0.09904504006
2447	0.09904408712
2448	0.09904027527
2449	0.09903920105
2450	0.09903746655
2451	0.09902493654
2452	0.09902141148
2453	0.09901930581
2454	0.09900815485
2455	0.09900458423
2456	0.09900047577
2457	0.098997681
2458	0.09899064851
2459	0.09898017849
2460	0.09897894823
2461	0.0989784481
2462	0.09897535985
2463	0.09897444793
2464	0.09897210339
2465	0.09896475875
2466	0.09896172895
2467	0.09896061338
2468	0.09894219913
2469	0.09893824549
2470	0.09893517978
2471	0.09893448858
2472	0.09893396369
2473	0.09891393058
2474	0.09890283284
2475	0.09889912607
2476	0.09889856061
2477	0.09889782941
2478	0.09888521982
2479	0.09886922325
2480	0.09886068202
2481	0.09886053264
2482	0.09884817821
2483	0.09884291767
2484	0.09883704272
2485	0.09883388877
2486	0.09882228033
2487	0.09881935265
2488	0.0988180735
2489	0.09881748467
2490	0.0988052384
2491	0.09880118401
2492	0.09879175354
2493	0.09878958472
2494	0.09878847275
2495	0.09878746657
2496	0.09878562301
2497	0.09878532975
2498	0.09878318596
2499	0.09878166583
2500	0.09877865038
2501	0.09876718356
2502	0.09875258173
2503	0.09874572731
2504	0.09872442266
2505	0.09871904138
2506	0.09871718146
2507	0.09871694664
2508	0.09871525046
2509	0.09871445645
2510	0.09870685293
2511	0.09870499097
2512	0.09869968234
2513	0.09869924029
2514	0.09868853688
2515	0.09868696813
2516	0.098673018
2517	0.09867027264
2518	0.0986425694
2519	0.09864206648
2520	0.09863170163
2521	0.09862963166
2522	0.09862291496
2523	0.09860495535
2524	0.09860387213
2525	0.09860163501
2526	0.0985977732
2527	0.09859749255
2528	0.09858628649
2529	0.09858124915
2530	0.09857427271
2531	0.0985700673
2532	0.09856359125
2533	0.09855924962
2534	0.09855641592
2535	0.09855406702
2536	0.09855173059
2537	0.09854001338
2538	0.09853310466
2539	0.09853198683
2540	0.09852989439
2541	0.09852663775
2542	0.09852004868
2543	0.09851860636
2544	0.0985183228
2545	0.09850832004
2546	0.09849358695
2547	0.0984920656
2548	0.09848589151
2549	0.09848457571
2550	0.09847791245
2551	0.09845702732
2552	0.09844431584
2553	0.09844261937
2554	0.09843930888
2555	0.09843879413
2556	0.09843176371
2557	0.09842005593
2558	0.09841471762
2559	0.09840842809
2560	0.09840526934
2561	0.0984041194
2562	0.09839616696
2563	0.09837388773
2564	0.09836009744
2565	0.0983589291
2566	0.09835585486
2567	0.09835423
2568	0.09835383979
2569	0.09835015093
2570	0.09833982565
2571	0.09833597566
2572	0.09833468218
2573	0.09833335319
2574	0.09831119254
2575	0.09831003238
2576	0.09830789429
2577	0.0982801417
2578	0.0982753562
2579	0.0982595093
2580	0.09824954051
2581	0.09824912496
2582	0.098244662
2583	0.09823873169
2584	0.09823262693
2585	0.09823000298
2586	0.09822627322
2587	0.09822585613
2588	0.09820847659
2589	0.0982014917
2590	0.09819842923
2591	0.0981883488
2592	0.09818312776
2593	0.09817347762
2594	0.0981690074
2595	0.09816895821
2596	0.0981586069
2597	0.09815031837
2598	0.09814714409
2599	0.09814577101
2600	0.09814276016
2601	0.09812160351
2602	0.09811008471
2603	0.09810275049
2604	0.09809214233
2605	0.09808334601
2606	0.09807589758
2607	0.09807461803
2608	0.09807224098
2609	0.09806840091
2610	0.09805961418
2611	0.09804593885
2612	0.09803811728
2613	0.09803568407
2614	0.09802641317
2615	0.09802257008
2616	0.0980211021
2617	0.09802034867
2618	0.09801964904
2619	0.09801941016
2620	0.09800949737
2621	0.09800454825
2622	0.09798650606
2623	0.09797964054
2624	0.09796566505
2625	0.09796436073
2626	0.097944271
2627	0.09793827545
2628	0.0979339312
2629	0.09793278579
2630	0.09791459288
2631	0.0979103007
2632	0.09790814873
2633	0.09790681558
2634	0.09790549562
2635	0.09789928151
2636	0.09789233387
2637	0.09788621362
2638	0.09788516123
2639	0.09787528195
2640	0.09787327203
2641	0.09787132929
2642	0.09787115687
2643	0.09787070675
2644	0.09786868612
2645	0.09784727281
2646	0.09784140906
2647	0.09783267107
2648	0.09782696565
2649	0.09782441991
2650	0.09782075207
2651	0.09781664962
2652	0.09781118985
2653	0.09780716191
2654	0.09780614092
2655	0.09780416604
2656	0.09780000033
2657	0.09779664994
2658	0.09779455354
2659	0.09778953035
2660	0.09778555458
2661	0.0977845376
2662	0.09778328756
2663	0.09778274473
2664	0.09777200581
2665	0.09777198487
2666	0.09776597852
2667	0.09775178676
2668	0.09773088666
2669	0.0977244633
2670	0.09772258661
2671	0.0977044099
2672	0.0977004152
2673	0.09769968001
2674	0.09769110222
2675	0.09768180466
2676	0.09767783784
2677	0.09767222022
2678	0.09766924708
2679	0.09766749979
2680	0.09765416629
2681	0.09764846638
2682	0.09763743604
2683	0.09763515754
2684	0.09762913247
2685	0.0976245246
2686	0.0976224776
2687	0.09761690991
2688	0.09761071624
2689	0.09760555444
2690	0.09758952515
2691	0.09758829092
2692	0.09757061501
2693	0.09754951352
2694	0.09754667992
2695	0.09753960785
2696	0.09753397595
2697	0.09753125125
2698	0.09752940701
2699	0.0975277541
2700	0.0975265017
2701	0.0975258778
2702	0.09752372447
2703	0.09752060015
2704	0.09750800683
2705	0.09749537063
2706	0.0974778802
2707	0.0974641798
2708	0.09744770708
2709	0.09742791342
2710	0.09741566094
2711	0.09741389954
2712	0.09740485821
2713	0.0973553287
2714	0.09735239403
2715	0.09734109638
2716	0.09732539527
2717	0.09732339247
2718	0.09731641031
2719	0.09731035378
2720	0.09730341216
2721	0.09729740172
2722	0.09729449652
2723	0.09728773379
2724	0.09728693048
2725	0.0972810546
2726	0.09727810055
2727	0.09726743636
2728	0.09726692463
2729	0.09725780277
2730	0.09725399134
2731	0.09724486559
2732	0.09724186544
2733	0.09722865399
2734	0.09722452951
2735	0.0972149776
2736	0.09720655871
2737	0.09720259023
2738	0.09719911128
2739	0.09719086166
2740	0.09718205588
2741	0.09717292142
2742	0.0971723632
2743	0.09717124249
2744	0.09716547578
2745	0.09716312348
2746	0.09715772756
2747	0.09713816452
2748	0.09713776873
2749	0.09713057627
2750	0.0971290247
2751	0.09712237613
2752	0.09712092121
2753	0.09711666253
2754	0.09711352484
2755	0.09710314828
2756	0.09709406774
2757	0.09709334573
2758	0.09708895205
2759	0.0970875348
2760	0.09707308127
2761	0.09707230573
2762	0.09706488767
2763	0.09706397401
2764	0.09704521188
2765	0.09700139971
2766	0.09699209185
2767	0.09698467583
2768	0.09698225843
2769	0.09697457721
2770	0.09697305313
2771	0.09697110412
2772	0.09695388551
2773	0.09695161588
2774	0.09693520591
2775	0.09693247814
2776	0.0969164666
2777	0.0969121137
2778	0.09691160279
2779	0.09690721466
2780	0.09690390344
2781	0.09690171068
2782	0.09689936924
2783	0.09689779162
2784	0.09689470182
2785	0.09689182872
2786	0.09688384017
2787	0.09687952787
2788	0.09684853421
2789	0.09682224987
2790	0.09681686831
2791	0.09681069923
2792	0.09677884346
2793	0.09677393008
2794	0.09677356235
2795	0.0967716307
2796	0.09677008341
2797	0.09675255854
2798	0.09674740536
2799	0.09673085583
2800	0.09672159443
2801	0.0967180422
2802	0.09671456766
2803	0.09671205765
2804	0.09671141794
2805	0.09669774583
2806	0.09669544216
2807	0.09668407209
2808	0.09668153416
2809	0.09667897488
2810	0.09667845376
2811	0.09667748973
2812	0.09666674683
2813	0.09666601443
2814	0.09666572316
2815	0.09666266593
2816	0.09666175276
2817	0.09666085576
2818	0.09665687938
2819	0.0966489886
2820	0.09664822169
2821	0.09664795976
2822	0.09664384764
2823	0.09661771502
2824	0.09658710968
2825	0.09657844959
2826	0.09657740191
2827	0.09657582954
2828	0.09657368177
2829	0.09654654046
2830	0.09653069482
2831	0.09652971142
2832	0.09652321165
2833	0.09651063605
2834	0.09651005339
2835	0.09650693179
2836	0.09650387955
2837	0.0965029237
2838	0.09648792019
2839	0.09647522738
2840	0.0964726314
2841	0.0964710845
2842	0.09647040938
2843	0.09646673679
2844	0.0964626374
2845	0.09645240989
2846	0.09643955839
2847	0.09643537765
2848	0.09643184396
2849	0.09643123906
2850	0.09642952067
2851	0.09642530171
2852	0.0964199935
2853	0.09640263925
2854	0.09640037497
2855	0.09639818946
2856	0.09639694401
2857	0.09638338193
2858	0.0963799286
2859	0.09637771271
2860	0.09636811183
2861	0.09634388576
2862	0.09634139388
2863	0.09632853671
2864	0.09632569007
2865	0.09627362852
2866	0.09625846306
2867	0.09624913419
2868	0.0962484926
2869	0.09624680377
2870	0.09624558465
2871	0.09624343483
2872	0.09623706596
2873	0.09623302094
2874	0.09622960876
2875	0.09621230303
2876	0.09619949285
2877	0.09619422461
2878	0.09618826228
2879	0.09617507948
2880	0.09616039926
2881	0.09615537279
2882	0.09614923499
2883	0.09614102076
2884	0.09613793413
2885	0.09613285039
2886	0.09613131673
2887	0.09612151672
2888	0.09611917088
2889	0.09611804708
2890	0.09610806332
2891	0.09610024781
2892	0.0960920738
2893	0.09609036841
2894	0.09608310043
2895	0.09604259333
2896	0.09603777418
2897	0.09603400239
2898	0.09603307201
2899	0.09603053932
2900	0.09602536074
2901	0.09602254429
2902	0.09602170219
2903	0.09601636087
2904	0.09601504644
2905	0.09601386883
2906	0.09601268623
2907	0.09601053552
2908	0.0960100058
2909	0.09599874147
2910	0.09599156797
2911	0.09597630437
2912	0.09597251347
2913	0.09596996384
2914	0.0959689753
2915	0.09596784652
2916	0.09596685001
2917	0.09596461848
2918	0.09595922159
2919	0.09595399402
2920	0.09595144731
2921	0.09594761104
