iter	MAE
549	0.1305951949
550	0.1305796281
551	0.1305330157
552	0.1304475832
553	0.1303993839
554	0.1302757868
555	0.1302404536
556	0.1302088895
557	0.1301752004
558	0.1301374689
559	0.130108951
560	0.1300956553
561	0.1300474636
562	0.1300338912
563	0.1299926188
564	0.1299629609
565	0.129935662
566	0.1298818868
567	0.1298365597
568	0.1298251723
569	0.1297773468
570	0.1297188072
571	0.1296931684
572	0.1296476372
573	0.1295808847
574	0.1295531608
575	0.1295253126
576	0.1294859191
577	0.1294751518
578	0.1294436468
579	0.129404719
580	0.129365929
581	0.1293405816
582	0.1293003023
583	0.1292458036
584	0.1292298799
585	0.1291695005
586	0.1291542841
587	0.129126579
588	0.1291072088
589	0.1290019211
590	0.1289640565
591	0.1289118596
592	0.1288396949
593	0.1287718448
594	0.128741468
595	0.1286477514
596	0.1286399407
597	0.1285618543
598	0.1285395922
599	0.1285080653
600	0.1284482294
601	0.1284294029
602	0.1284137808
603	0.128403335
604	0.1283917519
605	0.1283256767
606	0.1282777204
607	0.1282518602
608	0.1282100002
609	0.1281568982
610	0.1281416233
611	0.128133944
612	0.1280881724
613	0.1280406132
614	0.1279863615
615	0.1279604208
616	0.1279104992
617	0.1278783331
618	0.1278224496
619	0.127758305
620	0.127742929
621	0.1276606566
622	0.1276493438
623	0.1276212188
624	0.1276050128
625	0.1275816734
626	0.1275570485
627	0.1275257752
628	0.1275162898
629	0.1274886675
630	0.1274771102
631	0.1274405776
632	0.127427706
633	0.1273592707
634	0.1273476699
635	0.1272970438
636	0.1272760031
637	0.1272724901
638	0.1272293852
639	0.1272185948
640	0.1272078707
641	0.1271573491
642	0.1271190078
643	0.1270953103
644	0.1270346667
645	0.1269709012
646	0.1269601904
647	0.1269490046
648	0.126927424
649	0.126833877
650	0.1267990006
651	0.1267630821
652	0.1267364387
653	0.1266963428
654	0.1266669827
655	0.1266480557
656	0.1266160297
657	0.126589346
658	0.1265789902
659	0.1265733463
660	0.126516427
661	0.1265112503
662	0.1265096695
663	0.1264726988
664	0.1264581928
665	0.1263747454
666	0.1263581551
667	0.1263426255
668	0.1263304363
669	0.1262173419
670	0.1261999994
671	0.1261852758
672	0.1261741222
673	0.1261345014
674	0.1260957618
675	0.1260930422
676	0.126077405
677	0.1260302888
678	0.1259954649
679	0.1259790619
680	0.1259271122
681	0.1258730839
682	0.1257893226
683	0.1257376534
684	0.1256658
685	0.1255851067
686	0.1255727078
687	0.1255393515
688	0.1255186204
689	0.1255024607
690	0.1254491626
691	0.1254145496
692	0.1253994867
693	0.1253773191
694	0.1253517226
695	0.1253173091
696	0.1252805345
697	0.1252475748
698	0.1251776926
699	0.1251365175
700	0.1250962287
701	0.1250665092
702	0.1250594765
703	0.1250335319
704	0.1250178137
705	0.125000424
706	0.1249597547
707	0.1249361836
708	0.1249018472
709	0.1248767967
710	0.1248182987
711	0.1247932143
712	0.124778113
713	0.1247068285
714	0.1246611786
715	0.1246479575
716	0.1245967052
717	0.1245550526
718	0.1245369314
719	0.1245275611
720	0.1244934966
721	0.1244881784
722	0.1244694328
723	0.1244397129
724	0.1244100355
725	0.1243943247
726	0.1243765279
727	0.124323931
728	0.1242187501
729	0.1241876765
730	0.1241717168
731	0.124117534
732	0.1241005547
733	0.1240436703
734	0.1239959497
735	0.1239682231
736	0.1239056992
737	0.1238372496
738	0.1238289069
739	0.1237749903
740	0.12376162
741	0.1237357628
742	0.1237265803
743	0.1237076514
744	0.1236330453
745	0.1236123314
746	0.1235759018
747	0.123547769
748	0.1235405745
749	0.1234976264
750	0.1234859438
751	0.1234440784
752	0.1234204084
753	0.1233944636
754	0.1233740607
755	0.1233635672
756	0.1233435968
757	0.1233244203
758	0.1233068023
759	0.1232883623
760	0.1232432586
761	0.1232363815
762	0.1231910208
763	0.1231677909
764	0.1231082775
765	0.1231011895
766	0.1230821883
767	0.123058939
768	0.1230408931
769	0.1230199172
770	0.1229900333
771	0.122982236
772	0.1229731083
773	0.1229425722
774	0.1229035774
775	0.1229019969
776	0.1228927501
777	0.1228711124
778	0.1228117686
779	0.122804544
780	0.1227768132
781	0.1227511747
782	0.122747024
783	0.1227003185
784	0.1226736644
785	0.1225922184
786	0.1225257038
787	0.1225059962
788	0.1224968704
789	0.1224926236
790	0.1224712394
791	0.1224501599
792	0.122429675
793	0.1224080801
794	0.122364827
795	0.1223588198
796	0.122312163
797	0.1222992146
798	0.1222730063
799	0.122253975
800	0.1222274996
801	0.1222033622
802	0.1221926031
803	0.1221784891
804	0.1221234886
805	0.1221128094
806	0.1220440751
807	0.1220147448
808	0.1219800341
809	0.1219502589
810	0.1219251619
811	0.1219203733
812	0.1218990769
813	0.1218676822
814	0.121839165
815	0.1218304058
816	0.1218003629
817	0.1217871574
818	0.1217697679
819	0.1217491211
820	0.1217000002
821	0.1216651853
822	0.1216551401
823	0.1216512445
824	0.1216369831
825	0.1216336197
826	0.1216324904
827	0.1216225341
828	0.1215840203
829	0.1215603528
830	0.1215181902
831	0.1215042765
832	0.1214928553
833	0.121476334
834	0.1214514191
835	0.1213734024
836	0.1213497142
837	0.121346392
838	0.1213102846
839	0.121294831
840	0.1212479717
841	0.121191122
842	0.1211708098
843	0.1211643512
844	0.121138087
845	0.1210699988
846	0.121023234
847	0.1210096772
848	0.1209941859
849	0.1209898109
850	0.1209850889
851	0.1209589662
852	0.1209507889
853	0.1209258895
854	0.1208825852
855	0.1208337062
856	0.1208219898
857	0.1208146666
858	0.1208072354
859	0.1207981595
860	0.1207930502
861	0.1207651322
862	0.1207519328
863	0.1207309709
864	0.120715831
865	0.1207012887
866	0.1206652443
867	0.1206518581
868	0.1206067075
869	0.1205912073
870	0.1205838723
871	0.120558751
872	0.1205373257
873	0.1205171765
874	0.1205103851
875	0.1205070647
876	0.1204836549
877	0.1204704276
878	0.1204651575
879	0.1204507805
880	0.1204328589
881	0.1204235655
882	0.1203816813
883	0.1203597437
884	0.1203028887
885	0.1202899708
886	0.1202315788
887	0.1202130549
888	0.1201559577
889	0.1201076061
890	0.1200442815
891	0.1200306829
892	0.1200234961
893	0.1200130503
894	0.1199560362
895	0.119937894
896	0.1198631569
897	0.11983495
898	0.1198060288
899	0.119771631
900	0.1197568383
901	0.1197355521
902	0.1197205625
903	0.119713232
904	0.1196958514
905	0.1196524732
906	0.1195775169
907	0.1195199314
908	0.1194860881
909	0.1194836833
910	0.1194425365
911	0.11943381
912	0.1194236917
913	0.1193942364
914	0.119388986
915	0.1193756842
916	0.1193282155
917	0.1192834973
918	0.1192799605
919	0.1192655588
920	0.1192537602
921	0.1192282097
922	0.1191951593
923	0.1191677778
924	0.1191630756
925	0.1191430962
926	0.1191252271
927	0.119101169
928	0.1190897313
929	0.1190826556
930	0.1190731479
931	0.1190262178
932	0.119005749
933	0.1189903073
934	0.1189406194
935	0.1188896986
936	0.1188863993
937	0.1188818527
938	0.118873065
939	0.118849369
940	0.1188250401
941	0.1187766065
942	0.118684851
943	0.1186597667
944	0.1186343897
945	0.1185854608
946	0.1185771983
947	0.1185697224
948	0.1185589215
949	0.1185444399
950	0.1185259164
951	0.1185028081
952	0.1184765609
953	0.1184608852
954	0.118441691
955	0.1184225327
956	0.1183934278
957	0.1183408486
958	0.1183053116
959	0.1182930821
960	0.1182756455
961	0.1182579109
962	0.1182473255
963	0.1182240259
964	0.1181860922
965	0.1181753032
966	0.1181532821
967	0.1181398577
968	0.1181059156
969	0.1180670692
970	0.1180239197
971	0.1180129626
972	0.1179494423
973	0.1179249918
974	0.117923339
975	0.1179121869
976	0.1179004956
977	0.1178839589
978	0.1178364835
979	0.1178212725
980	0.1178020439
981	0.1177956805
982	0.1177618446
983	0.1177599618
984	0.1177431812
985	0.1177318486
986	0.1177017969
987	0.117698348
988	0.1176736281
989	0.1176706678
990	0.1176562813
991	0.1176526566
992	0.1176401861
993	0.1175691275
994	0.1174919317
995	0.1174626279
996	0.1174022773
997	0.117387358
998	0.1173476849
999	0.11734195
1000	0.1173289506
1001	0.1172806252
1002	0.1172623297
1003	0.117255962
1004	0.1172394638
1005	0.1172169319
1006	0.1172082136
1007	0.1171611713
1008	0.1171462549
1009	0.1171411395
1010	0.1171199001
1011	0.1171173435
1012	0.1171043835
1013	0.1171027251
1014	0.1170995205
1015	0.1170837498
1016	0.117055811
1017	0.1170316115
1018	0.1170143571
1019	0.1170067575
1020	0.1169984206
1021	0.116974275
1022	0.1169425513
1023	0.1169371289
1024	0.1169029581
1025	0.1168798907
1026	0.1168748525
1027	0.1168493782
1028	0.1168171425
1029	0.1168035461
1030	0.1167915374
1031	0.1167691889
1032	0.1167486437
1033	0.1167391493
1034	0.116710562
1035	0.116673275
1036	0.1166470701
1037	0.1166305472
1038	0.116624348
1039	0.1166205017
1040	0.1166129493
1041	0.1165796274
1042	0.1164987255
1043	0.1164561352
1044	0.1164333578
1045	0.1164315693
1046	0.1163674776
1047	0.1163309408
1048	0.1162913001
1049	0.1162491384
1050	0.1162308977
1051	0.1162268766
1052	0.1162100488
1053	0.1161505808
1054	0.1161208832
1055	0.1160935877
1056	0.1160558425
1057	0.1160332671
1058	0.1160145756
1059	0.1160085627
1060	0.1159973264
1061	0.1159962684
1062	0.1159582007
1063	0.1159166238
1064	0.1159019305
1065	0.1158914771
1066	0.115851649
1067	0.1158464672
1068	0.1158429949
1069	0.1158179471
1070	0.1157988136
1071	0.1157910758
1072	0.1157874067
1073	0.1157835523
1074	0.1157628978
1075	0.115742533
1076	0.1157273293
1077	0.1157016836
1078	0.1156956956
1079	0.1156824868
1080	0.1156245505
1081	0.1156108069
1082	0.1155946639
1083	0.1155838707
1084	0.1155766666
1085	0.1155652665
1086	0.1155486463
1087	0.1155427297
1088	0.1155349644
1089	0.1155151315
1090	0.1155047827
1091	0.1154599024
1092	0.1154478472
1093	0.1154293408
1094	0.1154146647
1095	0.1153894865
1096	0.1153777157
1097	0.1153585378
1098	0.1153557466
1099	0.1153337317
1100	0.1153298288
1101	0.1153101013
1102	0.1153039278
1103	0.115296045
1104	0.1152940846
1105	0.1152518123
1106	0.11523962
1107	0.1152363204
1108	0.1152327888
1109	0.1152235451
1110	0.1152142274
1111	0.1152011245
1112	0.1151815953
1113	0.1151739737
1114	0.1151668139
1115	0.1151548742
1116	0.1151469001
1117	0.1151173475
1118	0.115106657
1119	0.1150902447
1120	0.1150510787
1121	0.1150324636
1122	0.1150299432
1123	0.1149801186
1124	0.1149510961
1125	0.1149334273
1126	0.1149223508
1127	0.11490353
1128	0.1148893928
1129	0.1148722942
1130	0.1148530425
1131	0.1148389973
1132	0.1148271629
1133	0.1147988421
1134	0.1147902825
1135	0.1147749806
1136	0.1147614324
1137	0.1147465501
1138	0.1147406706
1139	0.1147253734
1140	0.1146856424
1141	0.1146668346
1142	0.1146457483
1143	0.1146328648
1144	0.1146278829
1145	0.1146226129
1146	0.114607171
1147	0.1145819887
1148	0.1145592957
1149	0.1145506669
1150	0.1145299188
1151	0.1145246255
1152	0.1144622451
1153	0.114433718
1154	0.1144279041
1155	0.1144217429
1156	0.1144191043
1157	0.1144092922
1158	0.114391092
1159	0.1143345414
1160	0.1143098118
1161	0.1143024419
1162	0.1142736838
1163	0.1142585644
1164	0.1142524302
1165	0.1142451808
1166	0.1141801569
1167	0.1141611721
1168	0.1141282992
1169	0.1140762141
1170	0.1140492158
1171	0.1140408363
1172	0.1140225106
1173	0.1140080031
1174	0.1139757108
1175	0.1139665074
1176	0.1139500753
1177	0.113932788
1178	0.1139228995
1179	0.113903563
1180	0.1138999644
1181	0.1138907069
1182	0.1138795857
1183	0.113862693
1184	0.1137723275
1185	0.1137608726
1186	0.1137573343
1187	0.1137493729
1188	0.1137373617
1189	0.1137236753
1190	0.1136947585
1191	0.1136754043
1192	0.1136603441
1193	0.1136222123
1194	0.1136118661
1195	0.1136047316
1196	0.1135983675
1197	0.11359744
1198	0.1135935537
1199	0.1135894029
1200	0.1135774346
1201	0.1135421413
1202	0.1135257831
1203	0.1135230903
1204	0.1135157813
1205	0.1135060329
1206	0.1134962207
1207	0.1134776956
1208	0.1134718164
1209	0.1134651961
1210	0.1134614935
1211	0.1134347234
1212	0.1134250119
1213	0.1133931542
1214	0.1133874178
1215	0.1133812071
1216	0.1133736792
1217	0.113361509
1218	0.1133514452
1219	0.1133354432
1220	0.1133175947
1221	0.1133011125
1222	0.1132936409
1223	0.1132885935
1224	0.1132733644
1225	0.1132242025
1226	0.113216858
1227	0.1132108673
1228	0.1132047253
1229	0.1131850197
1230	0.1131817734
1231	0.1131776229
1232	0.1131743454
1233	0.1131693427
1234	0.1131320868
1235	0.1130956005
1236	0.1130803863
1237	0.1130629735
1238	0.1130149349
1239	0.1130125371
1240	0.1129730829
1241	0.1129714995
1242	0.1129617873
1243	0.1129403244
1244	0.1129345015
1245	0.1129312609
1246	0.1129111789
1247	0.1129069822
1248	0.1128986895
1249	0.1128740992
1250	0.1128704403
1251	0.1128572739
1252	0.1128394623
1253	0.1128118835
1254	0.1128089237
1255	0.1127946471
1256	0.112791379
1257	0.1127828383
1258	0.1127715249
1259	0.1127613802
1260	0.1127355071
1261	0.1127339479
1262	0.1127074284
1263	0.1127002594
1264	0.1126813119
1265	0.1126626527
1266	0.1126498786
1267	0.1126415147
1268	0.1126351074
1269	0.1125755539
1270	0.1125664529
1271	0.1125496356
1272	0.1125435674
1273	0.1125298609
1274	0.1125261189
1275	0.1125154022
1276	0.112499717
1277	0.1124953882
1278	0.112478145
1279	0.1124585826
1280	0.1124427397
1281	0.1124227565
1282	0.1124198277
1283	0.1124051982
1284	0.112388605
1285	0.1123827758
1286	0.1123777539
1287	0.112355381
1288	0.1123300902
1289	0.1122733196
1290	0.1122602665
1291	0.1122268397
1292	0.1122153057
1293	0.1122039538
1294	0.1121756406
1295	0.1121618263
1296	0.112154041
1297	0.1121416279
1298	0.1121274101
1299	0.1121046421
1300	0.112087728
1301	0.1120792231
1302	0.112073576
1303	0.1120691787
1304	0.1120491424
1305	0.1120459618
1306	0.112033596
1307	0.1120000007
1308	0.1119841506
1309	0.1119746492
1310	0.1119619273
1311	0.1119416664
1312	0.1119358374
1313	0.1119304456
1314	0.1119219517
1315	0.1119122224
1316	0.111906745
1317	0.1118879322
1318	0.1118323858
1319	0.1118276558
1320	0.1118208313
1321	0.1118130476
1322	0.1117442173
1323	0.111736801
1324	0.1117333437
1325	0.1117289797
1326	0.1117216607
1327	0.1117161647
1328	0.1117102608
1329	0.1116951003
1330	0.1116911917
1331	0.1116657739
1332	0.1116598466
1333	0.1116453224
1334	0.1116429469
1335	0.1116402315
1336	0.1116104516
1337	0.1116094731
1338	0.1115972851
1339	0.1115806137
1340	0.1115724656
1341	0.1115529224
1342	0.1115430417
1343	0.1115346177
1344	0.111526419
1345	0.1115195403
1346	0.111489677
1347	0.1114785366
1348	0.1114592951
1349	0.1114568719
1350	0.1114446678
1351	0.1114219926
1352	0.1113985552
1353	0.11138302
1354	0.1113736459
1355	0.1113700679
1356	0.1113677493
1357	0.1113594208
1358	0.1113210621
1359	0.1113098734
1360	0.1113020158
1361	0.1112771858
1362	0.1112490975
1363	0.1112440451
1364	0.1112367665
1365	0.1112088246
1366	0.1111881575
1367	0.1111853196
1368	0.1111823542
1369	0.1111752381
1370	0.1111657999
1371	0.1111566298
1372	0.1110952336
1373	0.1110848529
1374	0.1110400022
1375	0.1110069959
1376	0.1109846391
1377	0.1109696892
1378	0.1109646247
1379	0.1109609978
1380	0.1109511177
1381	0.1109393055
1382	0.1109287842
1383	0.1108654316
1384	0.1108628146
1385	0.1108609672
1386	0.1108435538
1387	0.1108424196
1388	0.1108396831
1389	0.1108259448
1390	0.1108178837
1391	0.1108113569
1392	0.1107882658
1393	0.1107792449
1394	0.1107752004
1395	0.1107629122
1396	0.1107280811
1397	0.1107144358
1398	0.1107097907
1399	0.1107022785
1400	0.1106893432
1401	0.110680331
1402	0.1106447573
1403	0.1106298701
1404	0.1106186591
1405	0.1105898208
1406	0.1105870255
1407	0.1105617856
1408	0.1105439994
1409	0.1105277752
1410	0.1105042456
1411	0.1104727123
1412	0.1104691706
1413	0.1104245106
1414	0.110421925
1415	0.110414216
1416	0.1104117661
1417	0.1103970423
1418	0.1103872315
1419	0.1103830775
1420	0.1103665351
1421	0.1103483335
1422	0.1103448555
1423	0.1103338297
1424	0.110293581
1425	0.1102865575
1426	0.1102764723
1427	0.1102736994
1428	0.11025749
1429	0.1102522406
1430	0.1102351716
1431	0.1102280035
1432	0.1102248841
1433	0.1102073023
1434	0.1101943998
1435	0.1101846659
1436	0.1101734179
1437	0.1101640273
1438	0.1101314641
1439	0.110116569
1440	0.1101092864
1441	0.1100967283
1442	0.1100703419
1443	0.1100639145
1444	0.1100423918
1445	0.1100334859
1446	0.1100092351
1447	0.1099958735
1448	0.1099553552
1449	0.1099217255
1450	0.1099051809
1451	0.1098883506
1452	0.10985352
1453	0.109835963
1454	0.1098275358
1455	0.1097896631
1456	0.1097395067
1457	0.1097134411
1458	0.1097122534
1459	0.1097099043
1460	0.1096797839
1461	0.1096341344
1462	0.1096302257
1463	0.1096148835
1464	0.1096067265
1465	0.1095903417
1466	0.1095735069
1467	0.1095577427
1468	0.1095311187
1469	0.1094915139
1470	0.1094835671
1471	0.1094567489
1472	0.1093841214
1473	0.1093631075
1474	0.1093502609
1475	0.1093326874
1476	0.109293163
1477	0.1092906617
1478	0.1092800086
1479	0.1092787188
1480	0.1092575627
1481	0.1092556022
1482	0.109249295
1483	0.1092387171
1484	0.1092360817
1485	0.1092347121
1486	0.1092194857
1487	0.1092115942
1488	0.1092101287
1489	0.1092005581
1490	0.1091570663
1491	0.1091481615
1492	0.1091251449
1493	0.1091138663
1494	0.1091023769
1495	0.1090658748
1496	0.109047898
1497	0.1090381298
1498	0.109029876
1499	0.1090262039
1500	0.1090191492
1501	0.1089941881
1502	0.1089814708
1503	0.1089280856
1504	0.1089177084
1505	0.1089094482
1506	0.1088963973
1507	0.1088907654
1508	0.1088856135
1509	0.1088814401
1510	0.1088532604
1511	0.1088242208
1512	0.1088162968
